Material Quantity (gm),Additive Catalyst (gm),Ash Component (gm),Water Mix (ml),Plasticizer (gm),Moderate Aggregator,Refined Aggregator,Formulation Duration (hrs),Compression Strength MPa
148.42,-0.9483813724210478,-1.8292912672766393,162.49,0.38713495842953677,826.81,971.14,0.05743554879124522,63.49
596.27,-0.45547154510812876,-1.4931200577079176,217.89,0.10002152476417472,1115.94,841.19,0.32537540211166394,65.51
658.08,0.1316473364976756,1.2485174427513046,284.36,-0.717019263382316,832.79,1013.51,0.3849829374485065,36.94
513.23,0.42797763595789035,1.376444892748371,218.2,0.7321302733525591,1061.32,650.64,1.1200562204175712,53.33
561.59,0.05424549399655041,-0.015799269606771797,166.99,-0.03253824228792767,991.12,843.08,0.4712632790389542,38.8
437.98,-1.369019895638294,0.8079096578815217,187.88,-0.21978433163188626,966.15,821.54,-0.8450200789781259,77.0
259.25,0.6247470297358741,1.0548248874493396,195.59,0.13421336085143684,1034.59,918.85,-0.8136450294726945,47.52
629.85,0.9360341061139371,-0.33727708575739335,150.55,1.4601884645357293,1136.62,777.15,0.03184668323865591,56.29
365.94,1.0801697202307774,-0.5789064743201626,190.16,-0.4073627036568212,1072.06,938.89,-0.7631792935596715,49.0
466.04,-1.9190507773424657,-1.8582170974508332,226.92,-1.8607062709885573,1139.49,804.1,-1.6612552829045986,12.85
595.6,-0.8896418450998055,0.42048629623895883,212.02,0.11039129750198476,1083.15,702.04,0.9638813494722388,55.7
321.81,-1.3878279633147945,0.7050142324591663,278.85,0.9566639496670649,1064.37,880.1,-1.667800418119776,35.86
504.53,1.4681434236095088,0.9716545604383323,155.35,-0.7826090716752128,1027.74,632.18,1.1484799345070493,62.88
381.27,1.3270603327163257,0.3507294418661056,230.99,-1.6664406609169011,1069.95,899.63,0.15952765561435636,76.1
584.07,-0.6901712592499507,-0.8128030296728604,183.98,-0.7045269781241932,1069.86,859.18,-0.5950857598483843,77.95
275.16,0.7015962596929881,1.1477051801492608,154.73,-0.8106647291586906,858.16,903.14,1.0641878632105164,70.93
285.57,1.3568015720240871,-0.4170781350390925,159.74,0.5396980522594262,987.14,734.51,-1.2201497799729553,57.81
486.46,-0.857493237479711,-0.8344824736125299,162.95,1.292837938071906,914.98,912.93,-1.6633545817867168,53.67
188.6,-0.1642792377333247,0.27760028466095243,251.25,-0.45613855695492017,1067.73,800.57,1.2317412339800626,69.49
378.2,0.03327572240637537,-1.8582170974508332,204.84,-0.3175644324399823,937.74,824.62,-1.2527840828334604,50.74
478.89,-1.4624676004262325,0.03355847123960781,274.89,-1.6760122638309989,1042.82,759.98,0.8822452957846266,57.17
194.03,1.372896878696045,-0.3775640996036136,255.32,1.437950784695962,877.03,725.25,0.9997894395235545,70.81
335.74,0.8788549119381759,0.40461199787296337,217.09,-0.14363705349881614,1082.99,831.91,-0.2465323969158002,75.72
359.9,-1.9190507773424657,-1.8582170974508332,225.7,-1.8607062709885573,1096.41,788.72,-1.6612552829045986,16.58
457.5,-1.9190507773424657,-1.8582170974508332,226.92,-1.8607062709885573,1064.62,777.44,-1.6612552829045986,29.19
313.68,-1.4292343741392728,-0.5992703977073662,274.51,0.21799401103440752,944.08,665.05,-0.35376681985778013,72.38
460.64,1.3076513087015376,1.2282259905227835,179.64,-0.3713051419157438,838.15,895.39,-0.08150283215371099,47.95
587.74,0.8352395094226522,0.8606145017664536,264.41,0.2365415647663645,1158.99,976.7,0.38756357421966825,73.18
225.42,-0.4211625198850601,-0.9831288586291115,194.3,1.0368921830594209,870.14,626.92,1.218083022988235,77.55
380.32,1.405015659419683,0.8778516687652074,208.79,0.1876663772302977,926.17,670.72,0.8277864272215227,71.02
171.42,1.08916666240832,-0.14059733701910682,265.48,1.3395758035499423,898.32,871.26,1.1806175945671002,64.11
512.48,0.4298292599299609,-0.950581066489426,166.49,-0.7327247329488057,916.32,719.15,-0.635950480774222,51.91
566.02,-0.3024337290922677,1.1363979526897496,164.69,-0.16939998046625146,1140.47,1008.89,1.4114853587663385,38.35
361.12,-1.9190507773424657,-1.8582170974508332,234.24,-1.8607062709885573,1112.82,784.62,-1.6612552829045986,15.9
494.1,-1.9190507773424657,-1.8582170974508332,213.5,-1.8607062709885573,1148.72,712.82,-1.2527840828334604,58.58
510.13,-0.016109630088944085,1.3494133066539793,262.65,0.2241862075387123,997.25,720.23,0.7813256325012394,53.24
240.19,-0.9445742654408129,0.17018749096828814,256.18,0.49789402376243885,924.37,865.67,0.5983888527539338,75.89
646.46,-0.1672771812605357,1.233554671852682,181.82,-0.9116920284335591,1101.65,827.74,1.4414639717929467,74.11
580.71,1.2406855423893415,1.1476133554437964,241.69,-0.9265130966223389,974.97,741.57,1.2662509348221727,70.93
414.88,0.9644272909418025,0.41603514676048553,300.03,-1.069861640490725,1092.24,763.8,0.08404666116211675,17.93
184.86,0.8755778794231314,-0.9630357939853664,154.49,0.0004430812754864024,1044.4,855.23,0.43975082263640936,50.32
463.19,0.43865528233971884,0.6290139650920882,205.19,1.2990096928173245,831.93,866.52,0.5983888527539338,76.17
316.05,-0.44779117775311245,1.319668737502769,175.59,1.378031468639699,1074.75,800.68,1.32689153303977,45.47
579.5,-0.17313700678836247,-1.8582170974508332,220.94,-0.4410430435728911,873.95,801.54,-1.7590435556943051,42.34
478.65,-1.4895441738677047,-1.0515238004807796,208.73,1.2897495301767563,1115.69,896.47,-0.18344714368662463,64.01
378.2,-1.9190507773424657,-1.8582170974508332,234.24,-1.8607062709885573,994.87,871.79,0.35160941074649965,41.81
319.4,0.42965011500203176,0.9534281565121073,245.88,0.7984040695960167,1004.54,988.07,-0.06639268201543867,65.76
600.99,0.4607385716514448,0.42699080636026243,160.13,-0.4222837739505828,1091.15,685.84,0.231047357538349,60.68
306.71,-1.9190507773424657,0.5253795066076777,235.34,-0.8226377238378031,1070.36,773.64,-0.346391695550903,44.97
650.12,1.3343829634295228,-1.3533945230301416,207.01,0.9743820990106472,1029.22,801.86,-0.8417934357566246,73.76
483.11,-0.34274536767222524,1.3916173545772035,300.37,-0.11043726295691722,1009.22,823.12,-0.12371844034496117,68.24
204.87,-1.1657679676502342,-1.3850905661978954,164.68,-0.6653772665190356,887.07,803.71,0.5730236243626695,80.73
175.9,0.552006392233296,-0.44943738289892343,257.48,1.3438613910883839,1139.84,936.25,1.4812459420851518,49.29
487.17,0.28225123569464333,1.0763949553845416,151.81,1.1477003480374155,1128.99,883.9,0.3436871909975616,36.63
303.84,1.246065939474507,0.46181824936609983,291.84,-0.8226377238378031,1074.89,629.04,0.48678628371002775,73.15
333.1,0.9522532983296697,1.0026007235120968,169.01,0.19156771287753327,1150.04,685.73,-0.4998787167057788,72.72
599.53,-0.8262800421479793,0.5797165050346954,222.27,1.3211725058945076,952.77,668.15,0.9098245010809437,72.64
318.17,0.6053794595506553,0.7158182335204022,226.61,0.6927519576649053,974.7,613.59,-0.6670713114652599,61.11
349.44,1.3737920506155024,-0.7427934270911873,231.72,0.6948327201751231,974.11,695.27,0.1315012165629022,54.05
596.62,-0.3344232685669827,-0.824815433060813,220.35,-0.9173802484301821,1015.31,730.19,0.20423209710104864,41.45
486.97,0.6588141531782804,0.7567669402263598,173.42,0.9933449380704855,1039.42,809.53,0.60672772971629,48.69
259.25,-1.9190507773424657,0.28751154026965403,194.35,-0.46466480712035724,1033.64,926.77,-1.2527840828334604,35.44
427.78,-0.9761996905672721,0.05518455113053453,176.76,1.143261009937888,1065.64,1012.66,1.191564702933301,58.47
628.96,0.9236703697292177,1.312028354488188,183.4,0.7834526335230846,1082.98,637.03,0.6882385635045121,29.99
476.69,0.7221171812391204,-0.3548423951959958,272.49,-0.46087222350433305,1170.44,668.95,-0.1043409981238039,63.08
481.1,0.5115441257389404,0.5194607541332966,266.36,0.06228883161670498,888.21,1009.69,-0.4533191979539748,70.15
567.22,1.062775431735964,-0.7656790178377187,267.9,1.2413492367757966,844.45,1008.17,0.8074901507574852,42.25
367.73,0.36866357870004396,0.651907984128054,163.29,0.23808327880749583,989.01,639.15,0.1679040610094339,63.26
269.56,-0.8610904109263853,-0.5830253219422245,168.84,-0.25145461294839067,1038.62,745.67,-0.383717679342018,72.76
243.9,-1.218847894587339,-0.5789064743201626,247.77,0.6851145875179615,963.15,782.33,0.9088594547677096,74.74
287.0,0.6962822523603965,-0.8973724678237294,188.2,0.2680281032968173,894.17,663.09,-0.4690464929321777,71.51
502.3,0.9905698295602238,-0.8543230327096698,233.24,0.9586356617166214,1173.47,942.55,0.9654007789765378,70.08
360.89,-1.1849283318829866,-0.030734862592059424,239.05,0.8078947175139086,928.66,681.59,1.5227007714020209,66.48
296.98,0.053706278509584496,1.0776060007068142,249.74,1.2019473143929862,988.31,652.55,0.7690709531512373,68.33
292.28,0.14180161379414738,-0.9827509455316582,179.73,0.49789402376243885,906.78,866.24,0.4526183232010941,59.37
361.12,-1.9190507773424657,-1.8582170974508332,234.24,-1.8607062709885573,1112.82,784.62,-0.4496166545624613,32.92
422.14,1.210903827494765,0.6986401578342413,244.29,1.287895673762997,878.78,683.43,0.15500024407655935,65.17
251.01,-0.6363988278894669,-1.7424405071640834,286.13,0.688587662303128,945.94,941.14,-0.08800666653055449,35.27
229.84,-1.5647557702115447,0.783058370676595,262.88,-1.309071552430626,987.08,826.47,-0.16555109689698977,56.55
540.92,0.6588141531782804,-0.36457545920049994,202.15,0.9632333708329655,1070.99,728.97,-0.23612514493213094,77.66
305.0,-1.9190507773424657,0.2223597220571257,228.63,-0.863380713529399,981.44,883.28,-1.2527840828334604,32.73
132.13,0.19122606018538132,-1.8582170974508332,248.27,-1.8607062709885573,962.26,870.77,-1.6612552829045986,8.65
237.09,0.7748915114003552,0.8016852521183674,243.63,-1.1158965816200581,984.03,896.97,-0.2877464578011681,56.68
310.11,0.8956733704410138,0.7621576568139267,271.62,1.1056977792049687,1167.49,853.86,0.9884271380164069,70.13
549.57,0.9989908996255958,-1.0893731209672928,294.7,1.3444733561400346,886.24,937.58,-0.9005218665602824,81.38
170.16,-0.7011908593707324,1.1927699977000303,212.24,0.3490638001463132,1021.4,610.92,-0.9531705728449411,46.77
271.9,0.6289805212910886,-1.2316682599319801,206.26,0.5518766367450466,881.63,626.5,0.8258744722866573,79.82
389.36,0.04154684732989881,1.0629599946245032,205.35,-0.6399478296526969,1107.19,793.26,-0.009030969592267433,64.85
611.57,1.4360335512861164,0.024818301460534133,272.16,-0.4027153644196761,826.75,719.69,-0.5788340396599991,69.6
290.34,1.4750653251562096,1.1581620822090541,277.66,0.7616221971394141,1166.97,727.86,0.0805760821786004,77.66
148.78,0.7927544939486592,-0.23638799011290698,259.77,1.027822778788491,855.7,923.03,0.7567030034513947,63.8
218.03,-0.6033944832780687,0.06708326358209607,150.24,0.9415221406941793,1038.75,884.22,-0.3456857594678678,67.44
472.5,0.6577508341288898,0.105842040789108,202.91,0.8964888693236629,964.83,733.71,-1.2887507663296096,73.7
363.32,-0.6183019904421716,-0.5302107365252772,159.49,0.23191282357150922,1071.75,658.94,0.0519610159667214,70.9
475.51,-1.9047951311727143,0.42298100434016406,221.79,1.4775596987747965,1087.54,874.01,0.8488770534623176,57.66
573.0,0.24681765646396406,1.2889504876487015,235.29,1.2469553060067036,960.53,900.45,-1.6357037159483996,49.6
377.81,1.210855001275174,-1.1406420744157066,231.18,-0.6369131874912184,1115.23,905.86,1.2924750105671063,67.48
249.06,-0.10140077164497607,0.14016434482756898,283.92,0.08802065946918024,1084.45,806.15,-0.511380686861751,64.42
517.78,0.7547640424530604,-1.0002299213121744,258.41,0.65443955282437,858.57,661.58,1.3346180781284214,49.73
266.2,-0.8376992684272255,0.5956269637014657,171.78,-0.11467555313823632,1103.28,813.03,-0.346391695550903,71.15
407.75,-1.2573232753582866,-0.14098240154291122,275.68,1.2624982304263885,1072.37,874.75,-0.0756458253283547,29.02
466.13,-1.2686775508155437,-0.0517170552960917,287.09,1.2965417995221842,1164.95,915.49,0.3988461339301968,37.44
419.8,-0.3390516846338053,1.034567649822348,165.84,-1.2170107082049,1032.42,886.6,1.3077651553869254,75.49
549.12,-0.8956254582171445,-1.8582170974508332,244.0,-1.2344634864460853,1153.23,628.92,-1.2527840828334604,44.11
264.17,-1.6152400489001446,1.419656335287132,280.74,0.43001721378480806,1110.62,614.93,-0.536666980623507,52.04
581.56,0.6637908825891151,-0.27583237703358066,189.78,-0.4204144781771835,1122.99,961.94,-0.4894079404546288,74.22
390.72,-0.2014546575422524,0.01763825612530257,240.77,1.4271019892465016,934.91,932.14,1.5009596411352961,46.79
322.74,-0.9289050537180119,-0.042015155373946844,258.57,0.9316227311882225,843.84,889.94,0.8540472901769695,63.99
306.71,-1.9190507773424657,0.5253795066076777,229.97,-0.8226377238378031,1054.77,777.13,-0.346391695550903,48.81
488.97,1.2836459204214623,-1.120151763553454,196.29,-0.5047964531141859,1142.52,855.46,-0.786675218487452,53.95
381.07,0.590300679662979,1.450323122476067,220.53,-0.6238040934850246,1131.06,892.48,1.3280371983795134,40.37
558.12,0.34871429249479674,-1.1442287345933246,252.28,0.641130582738344,978.4,848.32,1.2205593694174943,34.94
534.29,0.7752712846192232,1.407707442895201,185.86,-0.2771970796152518,849.17,869.71,0.5071903551898733,5.66
232.65,-1.9190507773424657,0.6158156115745158,197.76,-0.570041989667601,1117.95,824.62,-0.8450200789781259,39.58
537.0,1.046425386117438,0.423631529102844,270.45,-1.0625021515465702,1119.79,775.64,1.1989830174899219,76.84
135.61,-0.26036662247851045,0.9124203437397098,192.76,-1.0357570830143323,975.78,717.44,-0.05253194219323477,76.56
177.75,0.27023351968498627,-1.8582170974508332,221.92,-1.1696094051980361,1011.08,837.74,-1.2527840828334604,26.59
625.02,0.3953773688415222,-0.48662216129549707,176.35,-0.035024216831179046,967.42,904.08,0.6622711445562965,48.28
649.03,-1.6201158434259149,1.3971319011662953,279.02,1.2194939311010524,1157.22,899.85,0.7712171470326308,57.03
612.44,-0.783433623832708,-0.00485917710962935,278.08,1.5151233932597143,1146.29,686.53,-0.8095868328102863,62.15
440.21,-1.5843141409005834,-0.1215359788908862,273.75,-0.20493607478005899,965.99,750.14,0.35176302588558195,67.84
578.68,0.4551719206175654,0.10097762082813107,287.66,0.5747114998408611,967.34,771.54,-0.416783546169016,47.88
574.94,1.0921279872865435,1.4556049680670362,283.22,-1.2250428086327452,852.3,675.65,1.038742988796582,52.9
210.48,0.8134372000113149,-0.3262729629679737,296.47,1.1470663797147866,988.77,648.21,0.11691856498372354,53.85
261.54,-0.6774599717992441,0.6738623898751894,217.89,-0.693130935448967,1088.11,623.21,1.039796525251119,43.8
599.02,-1.2440231646169835,0.585443114319475,256.2,-1.092114305308614,904.62,716.92,-1.2527840828334604,62.22
278.16,1.3792535899121652,-1.8582170974508332,226.55,-1.8607062709885573,980.31,691.59,-1.2527840828334604,44.46
267.06,-1.9190507773424657,0.5993615953178124,193.37,-0.1771678651038437,1106.36,815.28,-1.5092729810137866,29.18
570.24,-0.5398661347856595,0.9436653819845767,224.67,-1.1033412169634464,822.15,776.14,-1.3904939675780135,74.77
252.52,-0.5490169520257068,1.3203789036703726,151.62,0.688587662303128,1031.68,653.33,-0.6061070482749913,50.84
260.47,-1.9190507773424657,1.1914048226383878,188.61,-0.13594661057685994,1079.28,795.38,-1.7590435556943051,19.45
365.24,0.25294030603032364,0.7432607496307827,284.41,1.1635255234439208,1064.9,813.22,1.0053003283178217,73.96
156.07,-0.21871957862432653,0.22006776483542156,167.38,1.5589477497912971,848.19,875.86,-0.8399890437772571,55.32
283.84,0.42313470645413004,0.8839711244972457,229.43,1.3236297126939283,938.81,760.3,-0.41886677048262766,75.44
567.03,-1.8684598716747907,1.0415172706878055,191.48,1.1515026009699239,1156.05,889.82,0.39294523631922124,41.66
591.07,-0.08008821941553701,1.1180491439172047,199.19,1.110168191216658,1157.88,740.89,1.5285799059011205,63.74
496.33,-0.00039776631444311377,-1.4613421452113216,165.4,1.2169906839041187,880.05,778.79,-1.4130238512551079,38.9
441.28,-0.7675085586128422,-0.39061954586930175,157.8,0.9236892737629839,861.2,704.99,-0.18476414017534806,72.77
159.27,1.1352119778272598,0.18365242423538616,228.32,0.49934216399004266,991.31,807.2,-0.6029194626172741,14.8
462.99,0.10196757410961815,-1.8582170974508332,187.76,0.2771970519471501,1163.38,620.51,-1.6612552829045986,52.75
203.39,-1.127108255752646,-1.4839512270957143,299.37,1.1805651837085414,865.77,994.63,-0.15344583768004644,42.47
366.0,-1.9190507773424657,-1.8582170974508332,224.48,-1.8607062709885573,1102.56,815.38,-1.2527840828334604,30.07
140.1,0.852828546379859,1.3306655112036447,290.79,1.3389633147175526,988.82,917.45,0.09510525317155705,55.0
124.89,0.7312383967079621,-0.8682027554974403,296.47,-1.6272530140496584,986.24,870.43,1.1987458631251149,74.26
355.7,-1.4063976894491865,-0.818113125629051,213.99,0.8476899515500611,906.9,905.42,0.2211727771840595,53.56
380.89,0.6163784446836719,-0.4484286431755879,267.76,1.2903673469643422,849.43,905.78,-1.5430812307225077,36.19
518.15,0.9765652673367834,-0.8112642468191481,280.0,1.1994360877210795,948.33,939.76,-1.074917604239859,51.45
540.15,-0.8140397481963112,-0.9707051022406652,258.14,0.7820911211206987,1168.37,959.66,0.8867818518974947,51.45
519.75,-0.6323324062689911,0.14766589729095683,229.09,0.663523697031057,1055.05,866.46,1.3586700983177251,71.45
554.47,-0.28510346641603695,-0.5843999760568501,152.94,1.3542559250566781,873.76,709.43,1.314726158753658,66.9
404.74,1.2430129925690787,1.449889956969483,183.74,-0.428835756265322,1059.63,611.65,-0.9116211850183839,63.7
479.17,-0.5954076021981174,-0.6674059702177263,157.11,-0.4138813323930504,1091.4,744.06,0.781793485487469,70.45
357.63,0.3740115246666909,0.568970328965791,175.92,0.1016187385563072,976.5,686.31,0.16847796947507357,78.66
341.57,-0.8769114705998545,1.2552634052527358,156.72,-0.6047626302139401,980.24,784.67,1.0236491095336666,52.05
436.19,1.476632903300795,0.03695096616385995,209.03,0.8851673320219555,1155.28,935.62,1.3018295539450098,38.48
200.32,-1.9190507773424657,1.471333592046769,221.06,-0.043323455257498415,871.08,867.69,-1.2527840828334604,16.9
524.37,1.2785025666288545,-0.7762177671310395,228.73,0.09762442788936823,1136.42,781.72,0.07616781688328032,74.13
361.77,0.2089945006538026,1.1831148027294254,291.47,0.11118778966415042,865.75,911.54,0.9731142608675527,56.78
239.24,-0.561514955351089,1.295822178886946,258.36,0.7732319254404197,863.09,619.5,1.0096778013433743,76.82
368.52,-1.624586010690648,0.5431882577235121,289.8,-0.08175498739758105,1072.03,934.03,0.2781710239089822,48.87
382.84,-1.9190507773424657,0.4511770533281066,207.28,-0.3067485330903296,949.03,802.97,-1.2527840828334604,43.08
205.75,-1.2349745399949612,1.0471447074131954,277.44,-0.8545085550802074,1162.52,613.8,0.8561393011419932,81.43
465.55,0.001044908427270693,1.381097690777451,192.79,1.0787963958281888,1114.13,816.09,-1.3253254057984754,56.8
416.36,-0.7538506459840998,0.6641757839504109,264.6,0.468829951419661,921.36,675.51,0.4431776588027421,53.09
545.87,-0.39501337373602985,1.272940719854333,275.05,1.157200986897455,1060.71,908.91,0.05743554879124522,48.42
388.14,-1.8418879770431864,0.7270979210753926,289.85,1.2213706231858552,1001.91,719.25,-0.21316098265848593,44.82
481.66,1.0560507166816786,0.9592568986640072,179.26,-0.875638192925348,1125.7,804.41,1.0182916981146406,57.14
293.37,0.9593548757408458,1.1791015250275307,275.75,1.3956475281876155,1087.67,1003.59,1.3914827415493674,37.15
285.24,-1.9190507773424657,0.20697471955871438,241.44,-0.9892262852256559,971.28,874.05,-0.346391695550903,38.71
640.76,0.9976056796356951,-0.37784415458836756,172.44,-1.5446180918923778,930.35,881.11,0.012358265813162017,72.66
202.07,1.0668657112370754,-0.5417245935245618,277.79,-0.9402867029123991,854.89,620.68,0.8656676306980801,63.56
231.76,0.9547946950484648,-0.29855502155251806,242.61,-0.020134451126504405,946.11,842.5,-0.06191313203568425,70.08
231.8,0.40068231584664954,-1.8582170974508332,278.16,-1.8607062709885573,955.9,687.18,1.5304289491975975,60.13
232.17,-1.9190507773424657,0.6132328670622114,203.25,-0.3284183641982672,1106.67,819.38,-0.8450200789781259,35.53
328.15,1.3326722217483435,-0.5684150873269561,189.41,0.39900796949080364,908.41,878.05,0.6032676735343704,61.72
137.77,0.7338717590653125,0.7818667334826277,190.37,1.3045585205547399,998.25,641.65,0.3114672381372057,64.26
220.99,-1.403952579022941,0.6312781914401417,208.56,0.08481390787434724,918.42,869.53,0.0395152777161424,54.64
176.63,1.3634635697255628,1.4622649151834741,261.94,0.9750371534012205,1010.16,925.51,0.8066279579195553,71.66
531.81,-0.74528455279178,-0.8217190154365382,239.34,1.3505894160064693,970.83,860.87,-1.6862553520967072,60.62
538.7,1.341409355333441,-0.8143430954454691,188.27,-1.7955309941285014,1030.85,663.33,0.6680215024562568,49.84
629.84,-0.670814534342016,1.245636459341174,190.6,0.37597349971328925,1000.34,932.58,0.8135854307710609,59.88
514.13,1.3347630420568866,-0.3636004889078084,233.89,-0.3094489684924431,1084.19,965.62,-0.6369915574463337,33.65
174.46,0.2425815786781731,0.8319346911166713,233.02,-0.5464909604517255,991.79,659.49,-1.2527840828334604,33.29
393.8,1.1527615330912093,1.4673624992120602,279.46,1.2113542274053677,1125.9,942.09,1.1493213980464436,44.16
583.18,-0.2405467839967559,1.023747465597847,244.74,0.3752283454985482,963.44,997.53,-0.004301306270822762,41.27
514.51,0.7878368974781866,1.3888141363274427,167.48,0.7698202055170389,1007.1,1008.85,-1.460887114762118,62.39
305.14,-0.6226979476331592,0.3831958603290899,185.21,-1.0958490332415203,833.31,825.0,-0.3043209021800952,65.09
162.39,-0.17321034012493677,0.22648145794619506,160.6,0.20558030813944336,1126.53,762.84,1.0096778013433743,56.46
526.0,1.2393758204285377,-0.7437828754476,291.49,1.0109376926083304,866.65,927.86,-0.6162726838076037,66.07
520.43,1.1103527355205185,-0.7050712322718652,218.7,0.4666422999696577,1107.18,1003.81,-0.13355678640611066,48.8
349.49,0.6593736714946605,0.8311490402357105,171.69,1.1120829403134889,1003.31,911.51,1.4291543731960572,71.1
363.22,0.7053557864933734,1.1357536741782397,209.47,0.6593332251406304,1133.18,894.84,1.3040781124245933,76.88
303.9,-1.9190507773424657,0.26551199029423483,192.88,-0.02261174634783784,1013.13,911.79,-0.346391695550903,57.19
248.27,1.162990912772968,-1.8582170974508332,248.27,-1.8607062709885573,988.1,646.15,-1.2527840828334604,46.68
489.07,0.12672144833886057,0.6834251336753887,182.89,0.3737376391881181,1033.55,655.8,-1.434431156189903,63.84
336.49,-1.1968693188489339,0.3796877225482837,234.83,1.2885136936026993,1151.91,817.48,0.688513682902547,77.69
603.71,-0.6077566827475941,0.7555680937348099,210.77,-0.2665196604418419,915.7,946.04,-0.11072240748867762,64.72
477.67,-1.1074934436370845,0.6535457723052469,276.55,-1.0637267528465795,1111.34,715.55,-1.5188623133418886,63.18
441.79,0.9920601674369587,0.12133674017446021,243.21,-0.20145217448341401,1117.77,945.1,0.3304092200694398,72.43
252.08,0.17529397589449414,1.1447659458602202,219.64,1.2699435239492456,890.08,890.18,1.2370261571264694,71.92
541.6,-0.977310274053572,1.1749023854997849,259.07,-0.7443069665621088,901.54,637.79,1.2935155518718606,48.82
589.55,1.2355900266529376,-1.440456312655926,247.93,1.4457735881731844,938.89,610.34,0.061022017151039165,63.6
418.45,0.5584558286340003,0.6534434293657123,256.06,-1.297790158280716,1151.98,829.02,-0.13180690718958013,77.59
544.02,0.06386684104256492,-0.2920431494465321,283.57,-1.5145353812596425,943.02,760.45,-1.1767990356623128,63.38
203.68,0.06171662127721135,0.0959871062441169,265.46,-0.19189051693997922,991.71,744.74,0.9022898855493685,70.6
513.77,-1.5503290991844856,-0.882904214267412,243.1,-1.2439389652199175,1098.69,772.03,-0.516500811960151,52.83
331.49,0.8736209450746482,0.8652954931615068,164.73,1.167316719123141,969.03,933.27,0.3507643818525037,70.63
424.66,0.6117334687014139,0.4981434020450667,151.79,0.6844196633234939,873.85,619.7,1.1422831638433322,75.89
524.15,-1.1459039632356325,0.23779127679746545,293.59,-1.5703091480021225,975.46,665.63,-0.6696576696072873,39.91
616.27,0.4629272098265023,1.2985861388352558,242.42,1.0491756153460896,1053.94,922.7,1.4712692134031047,72.81
146.12,-1.7904543986671853,1.023747465597847,277.34,0.36254036680251434,893.1,953.54,-1.648747329869528,48.67
204.26,0.1416054087095823,1.4446025574834416,268.14,0.8845005609701091,892.64,895.21,-0.7104328659188222,67.95
181.78,-0.1839398341107851,0.16599789444343746,223.14,-0.6561934523192191,977.85,800.31,-1.2527840828334604,26.34
640.5,-1.9190507773424657,-1.8582170974508332,230.58,-1.8607062709885573,1153.85,628.72,-0.4496166545624613,65.83
324.56,1.3907678130625354,-0.12523621103831548,158.83,-1.3653290332087682,1061.91,904.35,1.4550651313022338,44.91
625.86,0.7624467270537182,0.9192642962905072,299.75,1.3027095154707824,1171.47,1006.69,0.5628765093641114,69.33
463.72,0.8640339237288129,-1.0918104941331435,159.85,0.9809288926546961,1048.18,690.14,-0.7984730046598539,57.99
383.33,-1.3618544944698585,1.1867604529160023,213.74,-0.12827364912873568,971.51,698.36,-0.3084832736551327,54.98
434.91,-0.08362845940867322,-0.8131451555065851,290.74,1.3064069224203945,872.5,785.62,1.162219478167181,72.15
260.47,-1.9190507773424657,1.1914048226383878,188.61,-0.13594661057685994,1079.28,795.38,-1.2527840828334604,51.45
150.49,0.8413779487058067,-0.9489153027092698,300.8,1.2519337495393918,1117.17,909.71,-1.075213746929309,77.73
323.51,-0.20197383645622027,-0.8750952711560721,200.58,0.5597392403072547,1097.32,883.78,1.066648546662248,74.62
356.74,-0.5341891738924467,-1.0594518821658272,170.97,0.6649196813419347,966.75,811.28,0.9662235250205528,65.28
266.14,1.0565567060351135,1.245546402469598,293.35,0.7341937739839608,861.14,706.86,-0.40981914655857654,55.19
647.16,0.1229064519835083,0.5215756081774429,222.59,-0.8812324004824242,1110.78,931.44,-0.9883092072866351,67.59
657.1,0.6239562320289591,1.2750901616849477,285.02,1.0271743620175018,959.89,927.12,-0.7531995150028677,55.05
241.25,-0.020812986893931514,-0.7812567500953183,290.9,-0.21453602761398477,980.97,955.17,1.0104276763301585,79.46
518.5,-0.2875605224259495,-1.8582170974508332,187.27,0.33253271438465154,873.95,909.85,-1.6612552829045986,55.1
428.21,0.037143110041247346,1.2679218693150667,265.11,1.4415626018017056,1035.29,1003.75,0.6001574209660636,74.28
125.87,0.12836432354377636,-0.03767168982097876,191.43,-0.025090768734557577,1164.15,885.32,0.1231779650879826,72.44
567.15,1.1019008703115323,-0.10970093667868018,294.9,0.06793295014873924,1075.46,709.51,0.2682240967007871,64.62
597.47,0.792970508538773,0.6918508669290917,238.9,1.0089858852491254,1099.19,931.14,0.3623428716629452,74.48
564.49,-1.8160898215528596,-0.5290178039701622,152.08,0.5058528875826168,1005.78,931.17,-0.7027591026736353,29.72
598.18,0.40688079579936454,-0.6182734754940638,210.96,0.015186194273811475,921.43,647.4,-1.1685941528806447,49.11
127.01,0.7312932771210952,0.8412537391344547,257.14,-0.49614851753343714,839.07,931.01,1.2608907372406692,80.01
244.67,-1.519362402629381,-0.05995047702364183,227.82,-0.0985979164367059,849.81,690.9,0.24120647269519524,42.45
531.89,-0.8531872737966564,-0.46012700976567517,230.04,0.9084485992404361,1047.04,831.8,1.2011759709908987,76.76
256.98,0.17095780642385286,-1.0071233564079949,234.62,0.6439356593873222,944.48,703.3,-1.3964138872720548,59.69
443.11,-0.45737522001842584,0.20893032414986248,203.1,0.9658587814171612,952.4,747.43,0.05264595778642553,36.52
442.37,0.3933254596912281,-1.8582170974508332,201.18,-0.14620444404564323,968.92,775.18,-1.6612552829045986,62.61
